Poem,Author
"['Дверь хлопнула', ', ', 'и вот они вдвоем', ' ', 'стоят уже на улице', '. And wind', ' ', 'их обхватил', '. ', 'И каждый о своем', ' ', 'задумался', ', ', 'чтоб вздрогнуть вслед за этим', '.', ' Channel, ', 'деревья замерли на миг', '.', ' ', 'Холодный вечер быстро покрывался', ' ', 'их взглядами', ', ', 'а столик между них', ' ', 'той темнотой', ', ', 'в которой оказался', '.', ' ', 'Дверь хлопнула', ', ', 'им вынесли шпагат', ',', ' ', 'по дну и задней стенке пропустили', ' ', 'и дверцы обмотали наугад', ',', ' ', 'и вышло', ', ', 'что его перекрестили', '.', ' ', 'Потом его приподняли с трудом', '.', ' ', 'Внутри негромко звякнула посуда', '.', ' And so, ', 'соединенные крестом', ',', ' ', 'они пошли', ', must be, ', 'прочь отсюда', '.', ' ', 'Вдвоем', ', ', 'ни слова вслух не говоря', '.', ' ', 'Они пошли', '. ', 'И тени их мешались', '.', ' Forward. ', 'От фонаря до фонаря', '.', ' ', 'И оба уменьшались', ', ', 'уменьшались', '.']",Brodsky
"['\r\n                        Lo, in the orient when the gracious light', 'Lifts up his burning head, each under eye', 'Doth homage to his new-appearing sight,', 'Serving with looks his sacred majesty;', 'And having climbed the steep-up heavenly hill,', 'Resembling strong youth in his middle age,', 'Yet mortal looks adore his beauty still,', 'Attending on his golden pilgrimage;', 'But when from highmost pitch, with weary car,', 'Like feeble age, he reeleth from the day,', ""The eyes, 'fore duteous, now converted are"", 'From his low tract and look another way.', '    So thou, thyself outgoing in thy noon,', '    Unlooked on diest, unless thou get a son. \r\n                        ', '\n']",Shakespeare
"['\r\n                        Through the house give glimmering light', 'By the dead and drowsy fire;', 'Every elf and fairy sprite', 'hop as light as bird from brier.', 'Now, until the break of day', 'Through this house each fairy stray. \r\n                        ', '\n']",Shakespeare
"['\r\n                        COME away, come away, death, ', '\xa0\xa0\xa0And in sad cypres let me be laid; ', 'Fly away, fly away, breath; ', '\xa0\xa0\xa0I am slain by a fair cruel maid. ', 'My shroud of white, stuck all with yew, ', '\xa0\xa0\xa0O prepare it! ', 'My part of death, no one so true ', '\xa0\xa0\xa0Did share it. ', 'Not a flower, not a flower sweet, ', '\xa0\xa0\xa0On my black coffin let there be strown; ', 'Not a friend, not a friend greet ', '\xa0\xa0\xa0My poor corse, where my bones shall be thrown: ', 'A thousand thousand sighs to save, ', '\xa0\xa0\xa0Lay me, O, where ', 'Sad true lover never find my grave ', '\xa0\xa0\xa0To weep there! \r\n                        ', '\n']",Shakespeare
"['The back side of the brightness is not hot', ' Watery my pupils', ' his face beams;', ' as it dazzles onlookers unknown', ' through the glass door', ' with letters EFAK.', 'Balding man - or, rather, nearly,', ' a man without a coat, zazhmurivayas, to five', ' liters of his blood, relying on', ' rack, adds a full glass of wine.', 'AND, starches, the worlds, vbyrayuschye rays', ' the sun, residents their', ' visible only at night,', ' He looked around the shadow, behind his back;', ' but unearthly sadness', ' transience of earthly.']",Brodsky
"['Greetings to you two thousand years', ' after. You, too, was married to a whore.', ' We have a lot in common. K same', ' around - your city. violence, cars,', ' punks with syringes in damp doorways,', ' ruins. I, ordinary pilgrim,', ' I welcome your dusty bust', ' bezlyudnoy in gallery. Brother, Tiberius,', ' you is not here, and thirty. In person', ' confidence rather obedient muscles,', ' than in the future of their sum. Head,', ' severed sculptor in his lifetime,', ' there is, in fact, prophecy about the power.', ' everything, below the chin, - Rome:', ' province, tax farmers, kohortы', ' plus hosts smacking your rough', ' babies - pleasure in the key', ' wolf, treats crumb Rem', ' i Romulus. (The very mouth!', ' speaketh sweetly and incoherently', ' in the lining of his toga.) The result - a bust', ' as a symbol of the independence of the brain', ' from the life of the body. own and', ' imperial. You write your portrait,', ' he would have consisted of continuous convolutions.', 'You is not here, and thirty. Nothing', ' in you do not stop looking.', ' Not us, in turn, Your hard look', ' ready for anything stop:', ' nor on any face, our', ' classical landscape. Brother, Tiberius!', "" What's the difference, there chanting"", ' Suetonius and Tacitus, looking for a reason', ' your cruelty! The reasons in the world do not have,', ' there is only the investigation. And people are victims of the consequences.', ' Especially in those dungeons, Where', ' all admit - for nothing, that recognition', ' by torture, as a child Confession,', ' unvaried. Better fate -', ' be privy to the truth. because', ' she raises. no one.', ' Especially Caesars. At least,', ' You look capable of choking', ' rather own the pool, than', ' great thoughts. In general - is it not the', ' brutality only general acceleration', ' things of fate? Freefall', 'simple body in vacuo? In him', ' always in the fall of.', ' January. Nahromozhdene oblakov', ' over winter city, as the excess marble.', ' Running from reality Tiber.', ' fountains, beating back, from whence', ' no one is watching - not through his fingers, us', ' squinting. Another time!', ' And the ears do not already hold', ' enraged wolf. Brother, Tiberius!', ' Who we are, to judge you?', ' You were a monster, but indifferent', ' chudovyschem. But just monsters -', ' not victims - creates nature', ' in his image. Much', ' Gratifying - so if you choose -', ' be destroyed fiend,', ' than neurotic. In incomplete thirty,', ' with a face of stone - stone-faced,', ' designed for two millennia,', ' you look like a natural machine', ' destruction, and not', ' slave of the passions, conductor ideas', ' and other. And to protect you', ' from fiction - how to protect trees', ' of leaves with ihnim complex incoherently,', ' but most clearly murmuring.', 'In bezlyudnoy Gallery. In the dim afternoon.', ' Window, filthy winter light.', ' street noise. On the quality of the space', ' does not react bust ...', ' Can not be, you did not hear me!', ' I also just ran headlong', ' It happened to me and turned into an island', ' the ruins, with herons. And I', ' minted its profile through the lamp.', ' Manually. That said to me,', ' I do not need to tell anyone -', ' and not later, but now.', "" But if it's too acceleration"", ' stories? successful, Alas', ' an attempt to get ahead of the reason for the investigation?', ' A plus, also in a complete vacuum - that', ' It does not guarantee a big splash.', ' repent? Pereverstat fate?', ' View from the other, as they say, cards?', ' But is it worth? radioactive rain', ' pour better than us, What is your historian.', ' Who will be our curse? star?', ' Moon? Osatanevshih from numerous', ' mutations, with a loose trunk, eternal', ' thermite? maybe. But, bumping into us', ' on something solid, and he, must be,', ' slightly taken aback and stop drilling.', '«Bust, - he would say on the ruins of the language', ' and contracting muscles, - bust, bust ».']",Brodsky
"['Why me again places,', ' why again, less need,', ' floats me Moscow bridge', ' embassy lanes silence?', 'And over again flying car', ' in the night to a half-empty mansions,', ' how from childhood, a city unloved,', ' and a curved stone color.', 'And twigs invisible shaking,', ' yes spinning unknown sadness:', ' dull and mild debauchery,', ' alienation weak seal.', 'Then. Then hurry to live.', ' Then, it is inappropriate humor,', ' then, our head spin', ' Twentieth Century, crazy sportsmenstvo.', 'But, variable breathing air,', ' inglorious Mayat not exceeding,', ' serve their, disgraced soul,', ' short business without committing.', 'Menyaysya, a life. Me at least from the outside', ' on the dance floor, opera, on the water;', ' matins - on the bell for me;', ' madness - the toll free.', 'Seek, Seek neslavnogo wreath,', "" then, we're getting any,"", ' less arrogant yet', ' and therefore all the more beloved.']",Brodsky
"['Forget yourself and briefly', ' peeling brick barracks,', ' when you go quietly', ' at the Nicholas Station,', 'when little otrinesh,', ' sliding into the car along the river,', ' Look shiny showcase', ' the blue jackets.', 'But a lot of broken needles', ' at the time ruined dress,', ' even their own friends', ' be in love, as thyself.', ""Well, that's bread for analogies,"", ' while in a taxi backpack and you.', ' Food you God, Anatoly,', ' short fuss icon', 'Plug into a narrow buttonhole,', ' and in the middle of the mirror frame', ' slide the feet, to gravitate toward people', ' and all the love in the evenings.', 'Razyezzhaya street swagger,', ' ends, counters, mess,', ' its merchant idleness,', ' its tenements.', 'And still you nice,', ' friends having survived shooting,', ' of polstoletiya back', ' here to move themselves,', 'and head poumnevshey,', ' do not notice me,', ' bow down to death before the rush', ' and anger this day.', 'Rather, with Ligovka Nevsky,', ' where the shops through the door,', ' where it is so easy to Komissarzhevskaya', ' Now you would have missed.', 'The worst thing for a man', ' stand with bowed head', ' and wait for the bus and the century', ' on the deserted bridge.', 'Both along the brown barracks,', ' the lattice dark look,', ' when narrow channels', ' I go out of the parade,', 'how are you all things,', ' iron fence do not need,', ' but all is clear in the evening', ' and all the terrible, and all the terrible.', 'My favorite, where shall I go,', ' but I say - live, live,', ' live all the way and our poverty', ' obliterates, the sweat of love.', 'understand, understand, that prevents all,', ' that the age of screaming and I have no strength,', ' when a century separates,', ' although used less requested.', 'bless you, favourite, Oh god,', ' come back someday home,', ' pity myself more, more,', ' my favorite, my favorite.']",Brodsky
"['Autumn evening in a modest town,', ' proud of the presence on the map', ' (Surveyor was, probably, in the heat', ' il and his daughter judge short-circuited).', 'Tired of their own quirks', ' Space as it takes off the burden', ' majesty, limited here', ' Main Street features; and time', ' He looks with a certain chill in the bones', ' on the face of the colonial benches,', ' in whose depths all, that could make', ' our world: from the telescope to the pins.', 'There is a movie, saluny, around the corner', ' one cafe with a lowered curtain,', ' brick bank with flattened eagle', ' and the church, that there is', ' and it puts networks,', ' when it had not been next to the post, forgot.', ' And if it is not doing children,', ' the pastor to baptize cars.', 'Here rampage crickets in the silence.', ' At six pm, as a consequence of the nuclear', ' war, you will not meet a soul.', ' Luna swam, fitting into the dark', ' square window, that your Ecclesiastes.', ' Only occasionally rushing somewhere', ' chic ""Buick"" headlights obdasta', ' the figure of the Unknown Soldier.', 'Here, you do not dream of a woman in tights,', ' and your own address on the envelope.', ' here this morning, seeing sour milk,', ' Milkman learns of your death.', ' Here you can live, forgetting calendar,', ' swallow your bromine, not go outside,', ' and look at oneself in the mirror, like a lantern', ' Looking into a drying puddle.']",Brodsky
"[""\r\n                             Then let not winter's ragged hand deface"", ""     In thee thy summer, ere thou be distill'd:"", '     Make sweet some vial; treasure thou some place', ""     With beauty's treasure, ere it be self-kill'd."", '     That use is not forbidden usury,', '     Which happies those that pay the willing loan;', ""     That's for thyself to breed another thee,"", '     Or ten times happier, be it ten for one;', '     Ten times thyself were happier than thou art,', '     If ten of thine ten times refigured thee:', '     Then what could death do, if thou shouldst depart,', '     Leaving thee living in posterity?', ""     Be not self-will'd, for thou art much too fair"", ""     To be death's conquest and make worms thine heir. \r\n                        "", '\n']",Shakespeare
"['You know, nightfall', "" I'm trying to figure at a glance,"", ' counting from the mountain a mile,', ' space, separates us.', 'And the numbers somehow converge into words,', ' where close to you', ' confusion, coming from A,', ' hope, emanating from B.', 'two passengers, holding a lantern,', ' while moving in the mind,', ' separation by multiplying the dawn,', ' even if it is not met in the mind.']",Brodsky
"['\r\n                        O, how I faint when I of you do write,', 'Knowing a better spirit doth use your name,', 'And in the praise thereof spends all his might', 'To make me tongue-tied speaking of your fame.', 'But since your worth, wide as the ocean is,', 'The humble as the proudest sail doth bear,', 'My saucy bark, inferior far to his,', 'On your broad main doth wilfully appear.', 'Your shallowest help will hold me up afloat,', 'Whilst he upon your soundless deep doth ride;', 'Or, being wrecked, I am a worthless boat,', 'He of tall building, and of goodly pride.', '    Then if he thrive and I be cast away,', '    The worst was this: my love was my decay. \r\n                        ', '\n']",Shakespeare
"['Because the art of poetry requires words,', ' I - one of the deaf, bald, sullen ambassadors', ' a second-rate power, associated with this, –', ' not wanting to violate his own brain,', ' himself giving clothes, I go down to the shop', ' for the evening paper.', 'Wind blows the leaves. Old light bulbs dim glow', ' in these sad edges, whose motto - win mirrors,', ' assisted puddles generates abundance effect.', ' Even thieves steal an orange, amalgam scratching.', ' However, feeling, with which you look at yourself, –', ' this feeling I forgot.', 'In these sad ends, all designed for the winter: dreams,', ' prison walls, coat; brides toilets - White', ' New Year, the drinks, second hands.', ' Passerines jackets and dirt on the number of bases;', ' Puritan customs. linen. And in the hands of violinists –', ' wood heaters.', 'This land is immovable. Presenting the gross', ' iron and lead, stunned tryahnesh head,', ' remember former power on the bayonets and the Cossack whip.', ' But sit down Eagles, as a magnet, iron mixture.', ' Even the wicker chairs are kept here', ' bolt and nuts.', 'Only fish in the sea know the price of freedom; but their', ' dumbness makes us like to create your own', ' labels and offices. And the space sticks pricelist.', ' Time created by death. Needing bodies and things,', ' Properties of both he seeks in raw vegetables.', ' Kochetov listens chime.', 'Live in an era of achievements, with sublime character,', ' Unfortunately, hard. Beauty dress lifted up,', ' see the, I was looking for, rather than new marvelous diva.', ' It is not that there Lobachevskian firmly blyudut,', ' but push the world must somewhere be narrowed, and here –', ' then the end of the prospects.', 'Whether the map of Europe was stolen government agents,', "" then eh five sixths of the world's remaining parts"", ' too far. Whether a certain fairy godmother', ' me tells fortunes, But it can not run.', ' Cahors pour himself - not to scream as the servant –', ' To cheshu kotofeya…', 'Does it pulyu in high, if in place of the finger errors,', ' whether to pull out of here by the sea new Christ.', ' Yes, and it does not mix with the drunken, Ninny from frost,', ' locomotive with the ship - still will not burn with shame:', ' as bark on the water, will not leave a trace on the rails', ' wheel of a steam locomotive.', 'What is written in the newspapers in the section ""From the courtroom""?', ' The sentence was carried. glancing here,', ' man in the street will see through his glasses in a tin frame,', ' like a man lying face down near the brick wall;', ' but do not sleep. For the squeamish bonce dreams', ' perforated entitled to.', 'Vigilance this era roots intertwined in those', ' time, incapable in their general blindness', ' to distinguish from the fall out of the cradles dropped cradles.', ' White-eyed Chud on death does not want to take a look.', ' miserably, saucers full, Only no one to table vertanut,', ' to ask from you, Rurik.', 'Vigilance of these times - this vigilance to things impasse.', ' Not on the tree wisely stuck to spread until,', ' but spit on the wall. And not to wake the prince - dinosaur.', ' For the last row, source, pluck a bird feather.', ' Not obey the head of all the cases and a, What to Expect ax', ' da green laurel.']",Brodsky
"['\r\n                        And let me the canakin clink, clink;', 'And let me the canakin clink', ""A soldier's a man;"", ""A life's but a span;"", 'Why, then, let a soldier drink. \r\n                        ', '\n']",Shakespeare
"['In the village of God does not live in the corners,', ' thought scoffers, and everywhere.', ' He sanctifies the roof and utensils', ' and honestly door halves.', ' In the village he - in excess. In iron', ' He cooks on Saturdays lentils,', ' He was dancing sleepily in the fire,', ' winks at me, eyewitnesses.', ' He puts a fence. Throws', ' the damsel by the forester. And as a joke', ' arranges eternal undershoot', ' Buster, shoot at a duck.', ' The possibility of watching all this,', ' listening to the whistling of the autumn,', ' only, generally, grace,', ' available in the village atheist.', '6 June 1965', ' * dated 1964 в SP.  - WITH. AT.']",Brodsky
"['Blind wander at night.', ' At night a lot easier.', ' Go through the area.', ' Blind touch live.', ' To the touch,', ' Touching the hands of the world,', ' Not knowing the light and shadows', ' And feeling the stones:', ' Stone walls make.', ' They were living men.', ' Women.', ' Children.', ' Money.', ' therefore', ' Unbreakable', ' It is better to bypass the wall.', ' And the music - rested in them', ' Music swallow stones.', ' And the music will die in them,', ' soiled hands.', ' Poor die night.', ' Poor die touch.', ' So blind - easy.', ' Clepoy goes through the area.']",Brodsky
"['\r\n                        Why is my verse so barren of new pride?', 'So far from variation or quick change?', 'Why with the time do I not glance aside', 'To new-found methods, and to compounds strange?', 'Why write I still all one, ever the same,', 'And keep invention in a noted weed,', 'That every word doth almost tell my name,', 'Showing their birth and where they did proceed?', 'O, know, sweet love, I always write of you,', 'And you and love are still my argument;', 'So all my best is dressing old words new,', 'Spending again what is already spent.', '    For as the sun is daily new and old,', '    So is my love still telling what is told. \r\n                        ', '\n']",Shakespeare
"['In the olden days and I waited', ' cold rain under the colonnade of the Exchange.', "" and rely, that is - God's gift."", ' AND, may be, not wrong. It was the same', ' and I used to be happy. I lived in captivity', ' the angels. I went to the Ghouls.', ' I ran down the stairs one', ' beautiful woman in dress, Jacob,', ' podsteregal. Somewhere forever', ' It took all. hide. However,', ' I look out the window and, wrote ""Where"",', ' I do not put a question mark.', ' Now in September. In front of me - the garden.', ' Distant thunder deafened.', ' The dense foliage nalivshiesya pears', ' both masculine signs hanging.', ' It was only a shower in my mind dormant,', ' both in the kitchen distant relatives - skared,', ' my ear about that time passes:', ' no more music, It is not noise.']",Brodsky
"['Today it is windy and the waves are cresting.', ' Autumn soon, All changes in the district.', ' Changing the colors of the touching, Posthuma,', ' than change the dress with a friend.', 'Virgo flatters to a certain limit –', ' on the elbow or knee does not go.', ' How beautiful is the joyful body:', ' nor embrace impossible, no changes!', 'Send you, Posthuma, these books.', ' In the capital? gently trail? Sleep is not tough?', ' How is Caesar? What he was doing? All intrigue?', ' All intrigue, probably, to obzhorstvo.', 'I sit in his garden, burning lamp.', ' no girlfriend, or servants, or acquaintances.', ' Rather weak and the strong of this world –', ' except in accordance with buzzing insects.', 'There is a merchant from Asia. Tolkovыm', ' He was a merchant - Business, but invisible.', ' Died quickly - fever. on trading', ' He works here sailed, not for this.', 'Next to it - Legionnaire, a rough quartz.', ' He battles empire glorified.', ' How many times could kill! and he died an old man.', ' Even here there is no, Posthuma, rules.', 'Let indeed, Posthuma, chicken is a bird,', ' but with chicken brains enough grief.', ' If you fell in the Empire born,', ' better to live in a remote province near the sea.', 'And far from Caesar, and vyyugi.', ' Flam do not need, shakes, rush.', ' talking about, that all governors - thieves?', ' But the thief dearer to me, than blood-sucker.', 'This downpour to wait with you, gether,', "" I agree, but let's not trade:"", ' take sesterces from covering the body –', ' still require that the shingles on the roof.', 'flow, tell? But where is the pool?', ' To leave a puddle I - did not happen.', ' Here you will find yourself some husband,', ' he will proceed on the bedspread.', 'So we have lived more than half.', ' As I said before the old slave tavern:', ' ""We, looking, We see only the ruins "".', ' Sight, of course, very barbaric, but true.', 'I was in the mountains. Now I potter with a big bouquet.', ' Ll Find great pitcher, water pour them…', ' How is it in Libya, My Posthumous,  - or where there?', ' Is is still fighting?', 'remember, Posthuma, at the governor sister?', ' thin, but with full legs.', ' You slept with her yet… Recently I became a priestess.', ' priestess, Posthuma, and communicates with the gods.', 'come, popem wine, a bite of bread.', ' or slivami. Tell me lime.', ' I will lay in the garden under the clear sky', ' and tell, both are called constellations.', 'soon, Posthuma, your friend, loving Addition,', ' debt pay its longtime subtraction.', ' Take from under the cushion of savings,', ' there is little, but enough for the funeral.', 'Go to crow his mare', ' courtesans in a house near the city our wall.', ' Give them a price, for which loved,', ' so for the same price and mourned.', 'Green laurel, reaching to tremble.', ' the door is ajar, dusty little window,', ' abandoned chair, left box.', ' the cloth, absorbed the midday sun.', 'Pont noise behind the black fence of pines.', ' Someone struggling boat with the wind at Cape.', ' On the cracked bench - Pliny the Elder.', ' Drozd schebechet hair in Cypress.']",Brodsky
"['\r\n                             Against my love shall be, as I am now,', ""     With Time's injurious hand crush'd and o'er-worn;"", ""     When hours have drain'd his blood and fill'd his brow"", '     With lines and wrinkles; when his youthful morn', ""     Hath travell'd on to age's steepy night,"", ""     And all those beauties whereof now he's king"", ""     Are vanishing or vanish'd out of sight,"", '     Stealing away the treasure of his spring;', '     For such a time do I now fortify', ""     Against confounding age's cruel knife,"", '     That he shall never cut from memory', ""     My sweet love's beauty, though my lover's life:"", '     His beauty shall in these black lines be seen,', '     And they shall live, and he in them still green. \r\n                        ', '\n']",Shakespeare
"[""\r\n                             Or whether doth my mind, being crown'd with you,"", ""     Drink up the monarch's plague, this flattery?"", '     Or whether shall I say, mine eye saith true,', '     And that your love taught it this alchemy,', '     To make of monsters and things indigest', '     Such cherubins as your sweet self resemble,', '     Creating every bad a perfect best,', '     As fast as objects to his beams assemble?', ""     O,'tis the first; 'tis flattery in my seeing,"", '     And my great mind most kingly drinks it up:', ""     Mine eye well knows what with his gust is 'greeing,"", '     And to his palate doth prepare the cup:', ""     If it be poison'd, 'tis the lesser sin"", '     That mine eye loves it and doth first begin. \r\n                        ', '\n']",Shakespeare
"['Autumn. Poplar Oholennost', ' Spreads alleys corridor', ' in our no-name. shutters fight', ' each other. clouds spate,', ' sun zabuksuet. At the gate', ' puddle, like chopped saucer.', 'The back of the chair, dresses without shoulder.', ' No you are not put in more than,', ' or sisters, Distribute over the summer.', ' Fingers with traces do-re-mi.', ' The mezzanine slam doors,', ' if firing from a pistol.', 'And my unit over bronze', ' bunch of fives, As drought - paddle.', ' ""Zapiraem"" - kličut - ""Zapiraem!»', ' Do not weep, there is no future.', ' It is - also in the list will take', ' seats, called Paradise.', 'same chariot, life of my sister,', "" in chaise apple gray. It's time!"", ' the lanes, copses, hatyam,', ' seven miles unpainted and water,', ' to the station, there, where the sky', ' zakolochen doskamy, retreating.', 'Well, I went well! hold your hat', ' and under the tail does not drop the reins.', ' Mother, kiss your, bang their heads!', ' That is not in the white church to the altar –', ' directly to our end of the world,', ' exactly in the woods for mushrooms together.']",Brodsky
"['muzhik, walking, Prohibition in dremuchiy boron,', ' where there was at the moment of natural selection.', ' Animals were tearing each other hair,', ' crushing rib, gnawed throats,', ' fighting for the dubious honor of cover pullets,', ' whose zadik suede loomed in the distance.', 'muzhik, Okay rummaged in his coat,', ' I took out a notebook and pencil, without', ' he did not leave the house,', ' and, perched on the victims windbreak,', ' I undertook to describe the process:', 'strongest won. weaker', ' - not.', ' And as if legalizing it,', ' He was accomplished over the course of the planets forests,', ' and through their frosted light,', ' Peasant nature keenly watched,', ' and pencil on paper flying,', ' in making a mess.', 'In the meantime, by walking Raccoon,', ' He looked into the scribbled notes', ' and I said so:', ' “Sure, winner won,', ' and female offspring he awarded.', ' So at the age of the animal has become a tradition.', ' But one thing I do not understand:', ' how did not ashamed Peasant', ' examples taken from the wild beasts?', ' In this examination of things', ' There is something monkey, her same-s”.', 'Our guy was a scientist guy,', ' but with the language of the animals are not familiar,', ' Raccoon and sincere speech', ' said only shrug.', ' Then he stood and buttoned his coat.', 'But the word ""monkey"" strange sound', ' I stuck in the brain. And he always, everywhere', ' He used it in his work,', ' won him soon triumph', ' and honor today, as the Talmud.', ' What is most interesting,', ' so is, that for such work', ' his, even though he was old and bald,', ' no larynx without biting.']",Brodsky
"['Not that I speak to you, not that', ' tverzhu with grimasoy impropriety.', ' My mind that the sieve,', ' rather than a vessel of water of heaven.', ' At the time I took the thin', ' sign in the sense of pure, –', ' Now my soul is full', ' some litter hated.', 'Simple description of feelings,', ' false and malicious note,', ' all the chatter, but more - sadness,', ' for her mother - lengthiness.', ' Sorry, that rend this barn', ' before you, Jesus, sorry.', ' As if, not wiping feet,', ' I climbed into the house… And do not be sad:', 'because I do remember his grin,', ' as well as the price of rhyme,', ' as well as all, that is sought', ' cash samobychevany.', ' Oh do not regret your words', ' about us. You know yourself,', ' that neubytochno love', ' You can share with heaven.']",Brodsky
"['It should not be very unhappy', ' and, the main thing, secretive…', ' BUT. Akhmatova', 'I was waiting for a bus in the city of Irkutsk,', ' drinking water, immured in the tap,', ' weight management pozelenevshie snacks', ' in the night in the airfield restaurant.', ' I woke up from aviagroma', ' and dancing to the roar radiovalsa,', ' I then rolled the aerodrome', ' and sadly came off the ground.', ' And flying over a cloud of satin,', ' himself, like before, feeling homeless,', ' claimed, hanging over the abyss beautiful:', ' the whole thing alone bottomless.', 'We should not insist on life', ' of suffering from the bitter stubbornness.', ' Foreign land as calcitonin homeland,', ' as a dead end adjacent space.']",Brodsky
"['\r\n                        POOR soul, the centre of my sinful earth-- ', 'My sinful earth these rebel powers array-- ', 'Why dost thou pine within and suffer dearth, ', 'Painting thy outward walls so costly gay? ', 'Why so large cost, having so short a lease, ', 'Dost thou upon thy fading mansion spend? ', 'Shall worms, inheritors of this excess, ', ""Eat up thy charge? Is this thy body's end? "", ""Then, soul, live thou upon thy servant's loss, "", 'And let that pine to aggravate thy store; ', 'Buy terms divine in selling hours of dross; ', 'Within be fed, without be rich no more: ', '\xa0\xa0\xa0So shalt thou feed on Death, that feeds on men; ', ""\xa0\xa0\xa0And Death once dead, there 's no more dying then. \r\n                        "", '\n']",Shakespeare
"['\r\n                        Mine eye hath played the painter and hath stelled,', ""Thy beauty's form in table of my heart,"", ""My body is the frame wherein 'tis held,"", ""And perspective it is best painter's art."", 'For through the painter must you see his skill,', 'To find where your true image pictured lies,', ""Which in my bosom's shop is hanging still,"", 'That hath his windows glazed with thine eyes:', 'Now see what good turns eyes for eyes have done,', 'Mine eyes have drawn thy shape, and thine for me', 'Are windows to my breast, where-through the sun', 'Delights to peep, to gaze therein on thee; ', 'Yet eyes this cunning want to grace their art,', 'They draw but what they see, know not the heart. \r\n                        ', '\n']",Shakespeare
"['Confirmed the smoke from the chimney', ' ', 'стариками', ', ', 'живущими в доме', '.', ' ', 'Подтверждается правда судьбы', ' –', ' ', 'человеком с монеткой в ладони', '.', ' ', 'Точно так же движенье души', ',', ' ', 'что сродни умолкающей ноте', ',', ' ', 'замирающей в общей тиши', ',', ' ', 'подтверждает движение плоти', '.', 'Так и смерть', ', ', 'растяжение жил', ',', ' ', '– не труды и не слава поэта', ' –', ' ', 'подтверждает', ', ', 'что все-таки жил', ',', ' ', 'делал тени из ясного света', '.', ' ', 'Точно так же бросок иль рывок', ' ', 'подтвержден неотступною тенью', '.', ' ', 'Так и жизнь – подтверждает кивок', ' in the crush, ', '– человеку – виденью', '…']",Brodsky
"['\r\n                             O, call not me to justify the wrong', '     That thy unkindness lays upon my heart;', '     Wound me not with thine eye but with thy tongue;', '     Use power with power and slay me not by art.', '     Tell me thou lovest elsewhere, but in my sight,', '     Dear heart, forbear to glance thine eye aside:', ""     What need'st thou wound with cunning when thy might"", ""     Is more than my o'er-press'd defense can bide?"", '     Let me excuse thee: ah! my love well knows', '     Her pretty looks have been mine enemies,', '     And therefore from my face she turns my foes,', '     That they elsewhere might dart their injuries:', '     Yet do not so; but since I am near slain,', '     Kill me outright with looks and rid my pain. \r\n                        ', '\n']",Shakespeare
"['In your watch not only the course, but quiet.', ' Besides their way deprived similarity circle.', ' So clocks: Not only cat, but the mouse;', ' they live, must be, each other.', ' shaking, scratching, confused in days.', ' But their fuss, bickering and inescapable', ' almost invisible in the villages,', ' where all the houses swarming animals.', ' There, every hour is erased in the mind,', ' years old and disembodied figures', ' lost - especially for winter,', ' when in the hall crowded with goats, sheeps, chickens.']",Brodsky
"['\r\n                            Poor soul, the centre of my sinful earth,', '    [......] these rebel powers that thee array,', '    Why dost thou pine within and suffer dearth,', '    Painting thy outward walls so costly gay?', '    Why so large cost, having so short a lease,', '    Dost thou upon thy fading mansion spend?', '    Shall worms, inheritors of this excess,', ""    Eat up thy charge? Is this thy body's end?"", ""    Then soul, live thou upon thy servant's loss"", '  And let that pine to aggravate thy store;', '  Buy terms divine in selling hours of dross;', '  Within be fed, without be rich no more.', '  So shalt thou feed on Death, that feeds on men,', ""  And, Death once dead, there's no more dying then. \r\n                        "", '\n']",Shakespeare
"['\r\n                        O HOW much more doth beauty beauteous seem ', 'By that sweet ornament which truth doth give! ', 'The Rose looks fair, but fairer we it deem ', 'For that sweet odour which doth in it live. ', 'The Canker-blooms have full as deep a dye ', 'As the perfumed tincture of the Roses, ', 'Hang on such thorns, and play as wantonly ', ""When summer's breath their masked buds discloses: "", 'But--for their virtue only is their show-- ', ""They live unwoo'd and unrespected fade, "", 'Die to themselves. Sweet Roses do not so; ', 'Of their sweet deaths are sweetest odours made. ', '\xa0\xa0\xa0And so of you, beauteous and lovely youth, ', '\xa0\xa0\xa0When that shall vade, my verse distils your truth. \r\n                        ', '\n']",Shakespeare
"['I scare away the lizards in the bush chaparral,', ' cuckoo in state houses, He crossed the sea,', "" I lived with a Chinese woman. I'm afraid, my"", ' highway out long, Cem King', ' at the Kazan guessed. And that:', ' hand not calculate runner.', ' Coat turned inside out,', ' even crazy time of year,', ' rather than just garbage. generally versta,', ' falling victim to its limit,', ' ruining the landscape and the fruit of the place,', ' which is no longer necessary, I see, the body.', ' Know, curve is also capable, directly pandan,', ' Brutal shoe, mutter ""not required"".', ' From the photograph of the person easier to send home,', ' rubbings than an angel in profile with sky.']",Brodsky
